product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
87,102,2017-12-09,True,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
15,2884,2017-12-16,False,Approved,Norco ,Standard,low,medium,958.74,748.9,38693.0
84,759,2017-07-10,True,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
21,773,2017-04-27,True,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0
0,3398,2017-01-04,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,37626.0
33,3297,2017-02-11,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
84,2434,2017-02-13,True,Approved,Trek ,Road,medium,medium,290.62,215.14,38339.0
1,1861,2017-07-19,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,38258.0
27,1233,2017-05-23,False,Approved,Trek ,Standard,medium,medium,499.53,388.72,33455.0
31,1390,2017-06-08,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0
0,2682,2017-04-04,True,Approved,OHM ,Road,high,large,12.01,7.21,40303.0
62,439,2017-08-15,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
17,1579,2017-04-15,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35160.0
73,2984,2017-07-25,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0
33,3470,2017-11-28,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,36498.0
86,1,2017-12-23,False,Approved,OHM ,Standard,medium,medium,235.63,125.07,38482.0
45,757,2017-02-26,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
1,1778,2017-02-21,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,40649.0
80,211,2017-05-31,True,Approved,OHM ,Touring,low,medium,1073.07,933.84,38339.0
49,333,2017-06-23,unknown,Approved,Trek ,Road,medium,medium,533.51,400.13,37823.0
95,32,2017-03-26,False,Approved,Giant ,Standard,medium,large,569.56,528.43,37874.0
0,119,2017-07-31,False,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0
18,2347,2017-07-27,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,42226.0
4,2353,2017-04-14,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,40649.0
33,788,2017-12-11,False,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
78,1468,2017-12-09,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,38193.0
89,821,2017-10-26,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0
70,2489,2017-02-15,False,Approved,Trek ,Standard,high,medium,495.72,297.43,42105.0
79,2710,2017-12-22,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
26,947,2017-11-10,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
39,1335,2017-03-27,True,Approved,Giant ,Standard,medium,large,1812.75,582.48,38991.0
36,1076,2017-04-11,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
0,3320,2017-11-06,True,Approved,OHM ,Standard,low,medium,71.16,56.93,42172.0
84,779,2017-09-10,False,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
98,3296,2017-07-06,True,Approved,Trek ,Standard,high,medium,358.39,215.03,33364.0
75,455,2017-10-24,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,37873.0
76,1779,2017-01-05,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0
72,2703,2017-11-21,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,40553.0
42,806,2017-03-24,False,Approved,OHM ,Road,medium,small,1810.0,1610.9,34071.0
20,22,2017-03-21,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
64,1591,2017-02-20,False,Approved,Trek ,Standard,medium,large,1469.44,596.55,38647.0
0,678,2017-06-16,False,Approved,Trek ,Standard,high,medium,495.72,297.43,42105.0
25,50,2017-04-12,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,33888.0
24,1038,2017-01-12,True,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0
31,1453,2017-05-03,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
98,1339,2017-03-21,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,35470.0
22,3382,2017-03-01,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
53,773,2017-01-04,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,37823.0
84,2503,2017-03-16,True,Approved,Trek ,Road,medium,medium,290.62,215.14,38482.0
25,1057,2017-02-26,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
50,1397,2017-05-06,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0
44,2134,2017-04-09,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
96,2403,2017-01-18,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
12,1937,2017-09-28,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
93,1282,2017-02-09,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539.0
78,2183,2017-09-05,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,33429.0
84,1788,2017-10-17,False,Approved,Giant ,Road,medium,medium,792.9,594.68,38859.0
65,1170,2017-04-25,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0
29,1940,2017-02-08,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
32,2073,2017-03-25,False,Cancelled,Giant ,Standard,high,medium,1179.0,707.4,36833.0
11,462,2017-01-01,False,Approved,Giant ,Standard,high,medium,1274.93,764.96,42560.0
10,2728,2017-12-22,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
46,2053,2017-12-25,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
60,2135,2017-01-26,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,41047.0
92,1217,2017-12-20,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
7,2992,2017-07-06,True,Approved,Trek ,Road,low,medium,980.37,234.43,38693.0
41,3261,2017-06-04,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
67,2748,2017-04-25,True,Approved,Norco ,Road,medium,medium,544.05,376.84,38647.0
14,3262,2017-01-13,False,Approved,Trek ,Standard,medium,small,1386.84,1234.29,37838.0
89,788,2017-03-21,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
9,3067,2017-11-21,True,Approved,OHM ,Road,medium,medium,742.54,667.4,34586.0
31,701,2017-11-11,False,Approved,Giant ,Standard,medium,medium,230.91,173.18,37698.0
92,648,2017-10-16,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0
37,3286,2017-08-19,True,Approved,OHM ,Standard,low,medium,1793.43,248.82,36361.0
3,3383,2017-06-04,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,40784.0
56,982,2017-04-11,True,Approved,Norco ,Mountain,low,small,688.63,612.88,42404.0
14,676,2017-08-22,True,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0
6,385,2017-09-15,True,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0
50,1229,2017-01-03,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0
10,3232,2017-08-16,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
69,2381,2017-10-07,False,Approved,Giant ,Road,medium,medium,792.9,594.68,42105.0
78,371,2017-11-12,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,38193.0
80,2519,2017-05-20,True,Approved,OHM ,Touring,low,medium,1073.07,933.84,42226.0
17,2264,2017-07-30,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
3,2637,2017-10-25,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,38573.0
78,3262,2017-11-27,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,38193.0
90,3177,2017-04-26,unknown,Approved,Norco ,Standard,low,medium,363.01,290.41,38482.0
87,2267,2017-02-02,False,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
97,456,2017-02-05,False,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0
6,404,2017-10-16,unknown,Approved,OHM ,Standard,high,medium,227.88,136.73,37838.0
100,3121,2017-10-22,False,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
55,2365,2017-11-04,True,Approved,Trek ,Road,medium,large,1894.19,598.76,33259.0
100,2528,2017-11-16,False,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
10,3151,2017-12-17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586.0
25,3241,2017-12-23,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,42696.0
74,1335,2017-03-30,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873.0
90,2234,2017-04-13,False,Approved,Norco ,Standard,low,medium,363.01,290.41,38482.0
56,3226,2017-07-25,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,35707.0
62,1365,2017-01-31,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
20,3349,2017-03-18,True,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
17,1002,2017-02-24,False,Approved,Solex,Standard,high,medium,1024.66,614.8,40670.0
16,2282,2017-02-18,False,Approved,Norco ,Standard,high,small,1661.92,1479.11,41345.0
46,2656,2017-07-01,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
71,2409,2017-05-07,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
91,1711,2017-11-19,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0
17,2582,2017-08-11,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
1,1005,2017-07-24,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,37873.0
3,1597,2017-01-15,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,41167.0
56,2713,2017-12-01,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,34143.0
37,1435,2017-11-27,True,Approved,OHM ,Standard,low,medium,1793.43,248.82,40672.0
34,1477,2017-06-30,True,Approved,Norco ,Road,high,large,774.53,464.72,39526.0
0,1614,2017-07-15,True,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
12,1254,2017-06-22,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0
25,1423,2017-02-05,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,40553.0
81,276,2017-12-27,False,Approved,Norco ,Standard,medium,small,586.45,521.94,33429.0
19,1315,2017-12-21,True,Approved,OHM ,Road,high,large,12.01,7.21,36334.0
45,591,2017-05-23,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
74,1017,2017-02-02,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
33,2123,2017-08-06,False,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
57,2889,2017-04-15,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0
0,3208,2017-05-09,True,Approved,Trek ,Road,medium,medium,533.51,400.13,41064.0
23,2406,2017-02-26,True,Approved,Norco ,Mountain,low,small,688.63,612.88,39031.0
67,2041,2017-07-29,False,Approved,Norco ,Road,medium,medium,544.05,376.84,38647.0
81,1598,2017-03-07,True,Approved,Norco ,Standard,medium,small,586.45,521.94,33429.0
58,1842,2017-05-27,True,Approved,OHM ,Standard,medium,medium,912.52,141.4,42295.0
5,141,2017-05-05,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
94,1321,2017-09-09,False,Approved,Giant ,Standard,medium,large,1635.3,993.66,41434.0
51,183,2017-05-21,False,Approved,OHM ,Standard,high,medium,2005.66,1203.4,41009.0
59,2591,2017-09-22,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
63,3356,2017-12-04,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0
40,766,2017-07-05,True,Approved,OHM ,Standard,high,medium,1458.17,874.9,38750.0
80,1596,2017-01-13,False,Approved,Trek ,Standard,medium,large,1469.44,596.55,38647.0
82,520,2017-12-14,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,42226.0
46,868,2017-03-22,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0
78,2999,2017-09-30,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,42226.0
72,352,2017-11-29,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,42710.0
75,1140,2017-09-06,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,38193.0
40,621,2017-04-21,False,Approved,Trek ,Road,medium,large,1894.19,598.76,37823.0
2,3307,2017-11-13,False,Approved,Giant ,Road,low,small,590.26,525.33,40487.0
10,1502,2017-09-04,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
35,936,2017-08-05,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
8,939,2017-08-07,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
2,2698,2017-11-30,False,Approved,Giant ,Road,low,small,590.26,525.33,40487.0
69,579,2017-04-25,True,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
54,2036,2017-03-30,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
8,3077,2017-10-03,False,Approved,Solex,Road,medium,small,1703.52,1516.13,34079.0
86,369,2017-03-16,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,38482.0
13,821,2017-04-04,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0
19,2687,2017-03-13,True,Approved,Trek ,Mountain,low,medium,574.64,459.71,40784.0
86,681,2017-12-23,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,41434.0
46,37,2017-12-08,True,Approved,OHM ,Standard,low,medium,1793.43,248.82,36361.0
30,3002,2017-04-08,False,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0
92,396,2017-01-09,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
71,550,2017-01-09,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
77,1605,2017-02-07,False,Approved,Norco ,Road,medium,large,1240.31,795.1,40553.0
7,2325,2017-08-31,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,37698.0
23,1420,2017-11-03,True,Approved,Norco ,Mountain,low,small,688.63,612.88,34244.0
12,3099,2017-08-10,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0
61,1645,2017-01-10,True,Approved,OHM ,Standard,low,medium,71.16,56.93,42145.0
21,546,2017-11-23,False,Approved,Solex,Standard,medium,large,1071.23,380.74,33552.0
86,2885,2017-03-27,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,37626.0
57,2740,2017-04-12,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
63,3166,2017-11-13,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
63,3487,2017-12-20,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
33,2890,2017-09-22,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,40336.0
98,3370,2017-01-22,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,42172.0
15,3393,2017-01-29,True,Approved,Norco ,Standard,low,medium,958.74,748.9,39880.0
57,2410,2017-07-21,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0
61,3466,2017-10-02,True,Approved,OHM ,Standard,low,medium,71.16,56.93,42172.0
48,1454,2017-11-25,False,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0
63,1967,2017-11-04,unknown,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0
78,3089,2017-03-12,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,41533.0
2,3123,2017-12-30,False,Approved,Giant ,Road,low,small,590.26,525.33,40487.0
67,2692,2017-07-26,False,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0
67,2801,2017-01-04,True,Cancelled,Norco ,Road,medium,medium,544.05,376.84,38647.0
13,1580,2017-10-22,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
65,352,2017-03-22,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
49,1777,2017-06-15,True,Approved,Trek ,Road,medium,medium,533.51,400.13,41064.0
87,142,2017-06-07,True,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
31,3393,2017-12-28,False,Approved,Giant ,Standard,medium,medium,230.91,173.18,40618.0
17,599,2017-09-05,False,Approved,Solex,Standard,high,medium,1024.66,614.8,39880.0
91,1258,2017-01-18,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
53,3405,2017-10-22,True,Approved,OHM ,Standard,medium,medium,795.34,101.58,36668.0
38,3198,2017-01-30,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,34170.0
20,834,2017-06-26,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
44,3467,2017-07-11,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
69,3436,2017-08-13,True,Approved,Giant ,Road,medium,medium,792.9,594.68,41922.0
68,1516,2017-08-27,False,Approved,OHM ,Standard,medium,medium,1636.9,44.71,40410.0
11,2833,2017-01-25,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,41345.0
2,2362,2017-02-13,False,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0
27,2337,2017-11-07,False,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
0,2149,2017-04-30,True,Approved,Trek ,Standard,high,medium,358.39,215.03,38002.0
81,2133,2017-05-19,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0
6,360,2017-05-26,True,Approved,OHM ,Standard,high,medium,227.88,136.73,41701.0
76,2969,2017-03-02,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
18,1720,2017-04-28,False,Approved,Solex,Standard,medium,medium,575.27,431.45,34244.0
18,2904,2017-03-23,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,36145.0
9,754,2017-03-06,False,Approved,OHM ,Road,medium,medium,742.54,667.4,33549.0
35,1826,2017-04-25,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
93,2487,2017-08-04,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458.0
40,2815,2017-02-18,False,Approved,OHM ,Standard,high,medium,1458.17,874.9,38750.0
1,541,2017-04-05,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,38258.0
16,302,2017-03-29,False,Approved,Norco ,Standard,high,small,1661.92,1479.11,34586.0
44,2024,2017-03-10,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064.0
48,142,2017-07-27,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
56,768,2017-07-08,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,34170.0
36,2147,2017-07-02,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
36,529,2017-11-20,True,Approved,Solex,Standard,low,medium,945.04,507.58,38750.0
13,825,2017-02-23,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586.0
55,624,2017-05-04,True,Approved,Trek ,Road,medium,large,1894.19,598.76,34170.0
38,2302,2017-07-11,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672.0
64,3380,2017-10-28,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,42172.0
0,314,2017-11-19,False,Approved,OHM ,Standard,high,medium,227.88,136.73,39298.0
79,1079,2017-08-25,True,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
11,1643,2017-01-20,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,39298.0
91,1524,2017-03-14,True,Approved,Solex,Standard,medium,medium,100.35,75.26,37874.0
18,3205,2017-04-14,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
17,2860,2017-11-20,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
13,772,2017-05-24,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
4,323,2017-03-25,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38216.0
78,2530,2017-03-24,unknown,Approved,Giant ,Standard,medium,large,1765.3,709.48,35455.0
42,2426,2017-03-17,True,Approved,OHM ,Road,medium,small,1810.0,1610.9,36498.0
48,1883,2017-11-18,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
12,2745,2017-07-04,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0
